ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
WP428	Wnt signaling	3/49	114/8836	0.0263157894736842	4.74543501611171	3.00557558801826	0.0250734718331564	0.163182671535729	0.14054009988723	83999/51384/4919	3
WP4758	Nephrotic syndrome	2/49	45/8836	0.0444444444444444	8.01451247165533	3.52261850597486	0.0256310992381511	0.163182671535729	0.14054009988723	1285/1286	2
WP5078	T cell modulation in pancreatic cancer	2/49	46/8836	0.0434782608695652	7.84028393966282	3.47327852926026	0.0267026189785738	0.163182671535729	0.14054009988723	80380/29126	2
WP5053	Development of ureteric derived collecting system	2/49	48/8836	0.0416666666666667	7.51360544217687	3.37892106386614	0.028899299627503	0.167311734685544	0.144096230829655	3730/23426	2
WP2267	Synaptic vesicle pathway	2/49	51/8836	0.0392156862745098	7.07162865146058	3.24713549138757	0.0323251011643922	0.177788056404157	0.153118900252384	6854/6507	2
WP5115	Network map of SARS CoV 2 signaling	4/49	254/8836	0.015748031496063	2.8397878836574	2.22162810733218	0.0515449905034646	0.25808619790699	0.222275194369656	3429/2335/3240/838	4
WP3680	Physico chemical features and toxicity associated pathways	2/49	66/8836	0.0303030303030303	5.46444032158318	2.71844278425814	0.0516172395813979	0.25808619790699	0.222275194369656	2335/51384	2
WP289	Myometrial relaxation and contraction pathways	3/49	156/8836	0.0192307692307692	3.46781789638933	2.32218357905752	0.055134597968024	0.263687207673158	0.227099030531907	10699/467/5570	3
WP2814	Mammary gland development puberty stage 2 of 4	1/49	13/8836	0.0769230769230769	13.8712715855573	3.46789543759527	0.0697866868489087	0.318770527488483	0.274539210277163	2335	1
WP5205	Clock controlled autophagy in bone metabolism	2/49	80/8836	0.025	4.50816326530612	2.35370981003553	0.0724478471564735	0.318770527488483	0.274539210277163	51384/79365	2
WP3859	TGF beta signaling in thyroid cells for epithelial mesenchymal transition	1/49	17/8836	0.0588235294117647	10.6074429771909	2.96076275301115	0.0902830128358878	0.334548704964048	0.288128071260903	2335	1
WP5398	NRXN1 deletion syndrome	1/49	17/8836	0.0588235294117647	10.6074429771909	2.96076275301115	0.0902830128358878	0.334548704964048	0.288128071260903	116443	1
WP1772	Apoptosis modulation and signaling	2/49	92/8836	0.0217391304347826	3.92014196983141	2.10244096119759	0.0920891012464056	0.334548704964048	0.288128071260903	5414/4671	2
WP3670	Interactions between LOXL4 and oxidative stress pathway	1/49	18/8836	0.0555555555555556	10.0181405895692	2.85988921890878	0.095337569176861	0.334548704964048	0.288128071260903	2335	1
WP3967	miR 509 3p alteration of YAP1 ECM axis	1/49	18/8836	0.0555555555555556	10.0181405895692	2.85988921890878	0.095337569176861	0.334548704964048	0.288128071260903	2335	1
WP2806	Complement system	2/49	95/8836	0.0210526315789474	3.79634801288937	2.04622537403363	0.0972214418838656	0.334548704964048	0.288128071260903	722/710	2
WP306	Focal adhesion	3/49	199/8836	0.0150753768844221	2.71849041123987	1.8309361326839	0.0977021660439954	0.334548704964048	0.288128071260903	2335/1286/55742	3
WP3287	Overview of nanoparticle effects	1/49	19/8836	0.0526315789473684	9.49087003222341	2.76662041379839	0.100364611489214	0.334548704964048	0.288128071260903	2335	1
WP516	Hypertrophy model	1/49	20/8836	0.05	9.01632653061225	2.6800050346845	0.105364286439541	0.340884456127925	0.293584699057543	467	1
WP5103	Progeria associated lipodystrophy	1/49	22/8836	0.0454545454545455	8.19666048237477	2.52369481514648	0.115282117098014	0.362315225165188	0.31204182071643	2865	1
WP4172	PI3K Akt signaling	4/49	341/8836	0.0117302052785924	2.115267221258	1.56839496600276	0.11945822330354	0.365011237871928	0.314363745535632	2335/2258/1285/1286	4
WP5074	Kallmann syndrome	1/49	24/8836	0.0416666666666667	7.51360544217687	2.38600213665796	0.125092219249707	0.371895786958588	0.320293022260985	3730	1
WP3931	Embryonic stem cell pluripotency pathways	2/49	118/8836	0.0169491525423729	3.05638187478381	1.67925767664453	0.138965946618114	0.383740612695671	0.330494307584789	2258/51384	2
WP3613	Photodynamic therapy induced unfolded protein response	1/49	27/8836	0.037037037037037	6.67876039304611	2.20674995027653	0.139607885221504	0.383740612695671	0.330494307584789	467	1
WP2643	Nanoparticle mediated activation of receptor signaling	1/49	28/8836	0.0357142857142857	6.4402332361516	2.15297449879129	0.144393810255463	0.383740612695671	0.330494307584789	2335	1
WP4969	RAS and bradykinin pathways in COVID 19	1/49	29/8836	0.0344827586206897	6.21815622800844	2.10175980409069	0.149153653954088	0.383740612695671	0.330494307584789	710	1
WP5200	Dravet syndrome	1/49	29/8836	0.0344827586206897	6.21815622800844	2.10175980409069	0.149153653954088	0.383740612695671	0.330494307584789	2258	1
WP129	Matrix metalloproteinases	1/49	30/8836	0.0333333333333333	6.0108843537415	2.05289468493653	0.153887555504701	0.383740612695671	0.330494307584789	4327	1
WP453	Inflammatory response pathway	1/49	30/8836	0.0333333333333333	6.0108843537415	2.05289468493653	0.153887555504701	0.383740612695671	0.330494307584789	2335	1
WP4304	Oligodendrocyte specification and differentiation leading to myelin components for CNS	1/49	31/8836	0.032258064516129	5.81698485845951	2.00619180325074	0.158595653367552	0.383740612695671	0.330494307584789	6660	1
WP4838	Regucalcin in proximal tubule epithelial kidney cells	1/49	32/8836	0.03125	5.63520408163265	1.96148429962685	0.163278085279533	0.383740612695671	0.330494307584789	2865	1
WP366	TGF beta signaling pathway	2/49	132/8836	0.0151515151515152	2.73222016079159	1.4973096275967	0.166001673358848	0.383740612695671	0.330494307584789	2335/467	2
WP3971	OSX and miRNAs in tooth development	1/49	34/8836	0.0294117647058824	5.30372148859544	1.87747403157134	0.172566498603819	0.383740612695671	0.330494307584789	106614088	1
WP4877	Host pathogen interaction of human coronaviruses MAPK signaling	1/49	36/8836	0.0277777777777778	5.00907029478458	1.79984285880974	0.181753883045553	0.383740612695671	0.330494307584789	3429	1
WP5083	Neuroinflammation and glutamatergic signaling	2/49	140/8836	0.0142857142857143	2.57609329446064	1.40367697909705	0.181848983218258	0.383740612695671	0.330494307584789	6507/116443	2
WP4150	Wnt signaling in kidney disease	1/49	37/8836	0.027027027027027	4.87369001654716	1.76315328747589	0.186310026196777	0.383740612695671	0.330494307584789	51384	1
WP170	Nuclear receptors	1/49	38/8836	0.0263157894736842	4.74543501611171	1.72775870443052	0.190841314833708	0.383740612695671	0.330494307584789	4919	1
WP2911	miRNA targets in ECM and membrane receptors	1/49	38/8836	0.0263157894736842	4.74543501611171	1.72775870443052	0.190841314833708	0.383740612695671	0.330494307584789	2335	1
WP619	Type II interferon signaling	1/49	38/8836	0.0263157894736842	4.74543501611171	1.72775870443052	0.190841314833708	0.383740612695671	0.330494307584789	2633	1
WP4673	Male infertility	2/49	145/8836	0.0137931034482759	2.48726249120338	1.34839692997704	0.191870306347836	0.383740612695671	0.330494307584789	94240/6660	2
WP51	Regulation of actin cytoskeleton	2/49	150/8836	0.0133333333333333	2.4043537414966	1.29536821505671	0.20196702422135	0.39621680305467	0.341239351913113	2335/2258	2
WP536	Calcium regulation in cardiac cells	2/49	152/8836	0.0131578947368421	2.37271750805585	1.27474718958169	0.206024258237645	0.39621680305467	0.341239351913113	777/5570	2
WP5381	Smith Magenis and Potocki Lupski syndrome copy number variation	2/49	159/8836	0.0125786163522013	2.2682582466949	1.20504277201616	0.220295188961743	0.39621680305467	0.341239351913113	79989/23426	2
WP5300	TROP2 regulatory signaling	1/49	45/8836	0.0222222222222222	4.00725623582766	1.51021421821422	0.221875475030979	0.39621680305467	0.341239351913113	2335	1
WP98	Prostaglandin synthesis and regulation	1/49	45/8836	0.0222222222222222	4.00725623582766	1.51021421821422	0.221875475030979	0.39621680305467	0.341239351913113	306	1
WP706	Sudden infant death syndrome SIDS susceptibility pathways	2/49	160/8836	0.0125	2.25408163265306	1.19538287699933	0.22234173682207	0.39621680305467	0.341239351913113	9722/6507	2
WP5283	Chronic hyperglycemia impairment of neuron function	1/49	46/8836	0.0217391304347826	3.92014196983141	1.48275517444487	0.226212649609921	0.39621680305467	0.341239351913113	4327	1
WP363	Wnt signaling	1/49	47/8836	0.0212765957446809	3.83673469387755	1.45605882432	0.230526139959081	0.39621680305467	0.341239351913113	4919	1
WP4559	Interactions between immune cells and microRNAs in tumor microenvironment	1/49	47/8836	0.0212765957446809	3.83673469387755	1.45605882432	0.230526139959081	0.39621680305467	0.341239351913113	29126	1
WP3932	Focal adhesion PI3K Akt mTOR signaling	3/49	303/8836	0.0099009900990099	1.78541119418064	1.03883968527046	0.235806535044468	0.399057213152177	0.343685638121492	2335/2258/1286	3
WP4539	Synaptic signaling associated with autism spectrum disorder	1/49	51/8836	0.0196078431372549	3.53581432573029	1.35616539965221	0.247545782206594	0.412576303677657	0.355328873980757	116443	1
WP107	Translation factors	1/49	52/8836	0.0192307692307692	3.46781789638933	1.33275285448248	0.251742738003052	0.413308972840831	0.355959880915548	9086	1
WP3865	Novel intracellular components of RIG I like receptor pathway	1/49	60/8836	0.0166666666666667	3.00544217687075	1.16390749832008	0.28450298216651	0.459245785588976	0.395522686153185	8653	1
WP3945	TYROBP causal network in microglia	1/49	62/8836	0.0161290322580645	2.90849242922976	1.12607800291979	0.292470955056832	0.459245785588976	0.395522686153185	714	1
WP474	Endochondral ossification	1/49	63/8836	0.0158730158730159	2.86232588273405	1.10772738644456	0.296422279789248	0.459245785588976	0.395522686153185	6660	1
WP4808	Endochondral ossification with skeletal dysplasias	1/49	63/8836	0.0158730158730159	2.86232588273405	1.10772738644456	0.296422279789248	0.459245785588976	0.395522686153185	6660	1
WP3303	RAC1 PAK1 p38 MMP2 pathway	1/49	68/8836	0.0147058823529412	2.65186074429772	1.0210773016338	0.31585692586105	0.468198593985028	0.40323323883878	2335	1
WP5158	Urotensin II mediated signaling	1/49	69/8836	0.0144927536231884	2.61342797988761	1.00468433309336	0.319680261927748	0.468198593985028	0.40323323883878	2335	1
WP5293	Acute myeloid leukemia	1/49	69/8836	0.0144927536231884	2.61342797988761	1.00468433309336	0.319680261927748	0.468198593985028	0.40323323883878	2209	1
WP176	Folate metabolism	1/49	70/8836	0.0142857142857143	2.57609329446064	0.988578615829899	0.32348266493511	0.468198593985028	0.40323323883878	2352	1
WP5130	Th17 cell differentiation pathway	1/49	70/8836	0.0142857142857143	2.57609329446064	0.988578615829899	0.32348266493511	0.468198593985028	0.40323323883878	246778	1
WP5289	Axon guidance	1/49	72/8836	0.0138888888888889	2.50453514739229	0.957190556414738	0.331025120123609	0.472893028748013	0.407276292701638	151449	1
WP2571	Polycystic kidney disease pathway	1/49	85/8836	0.0117647058823529	2.12148859543818	0.775811988172355	0.378081679508275	0.526442844884939	0.453395751575546	51384	1
WP4018	Clear cell renal cell carcinoma pathways	1/49	85/8836	0.0117647058823529	2.12148859543818	0.775811988172355	0.378081679508275	0.526442844884939	0.453395751575546	79365	1
WP477	Cytoplasmic ribosomal proteins	1/49	88/8836	0.0113636363636364	2.04916512059369	0.73860424048902	0.388471506525967	0.534148321473204	0.460032047201802	6192	1
WP382	MAPK signaling	2/49	247/8836	0.00809716599190283	1.4601338511113	0.547699524135823	0.39982957939381	0.539349449435372	0.464511487551995	777/2258	2
WP5355	Metabolic epileptic disorders	1/49	92/8836	0.0108695652173913	1.96007098491571	0.691230969315039	0.402060498670005	0.539349449435372	0.464511487551995	4337	1
WP117	GPCRs other	1/49	96/8836	0.0104166666666667	1.87840136054422	0.64618058285166	0.415353553109867	0.544080385889559	0.468585978278089	53831	1
WP5473	Cytokine cytokine receptor interaction	2/49	255/8836	0.00784313725490196	1.41432573029212	0.501330408128671	0.415479567406573	0.544080385889559	0.468585978278089	246778/151449	2
WP2064	Neural crest differentiation	1/49	101/8836	0.0099009900990099	1.78541119418064	0.592798809493664	0.431563314328322	0.557683526338879	0.48030160163157	6660	1
WP399	Wnt signaling and pluripotency	1/49	104/8836	0.00961538461538462	1.73390894819466	0.562189840061947	0.441076970831659	0.557683526338879	0.48030160163157	51384	1
WP4536	Genes related to primary cilium development based on CRISPR 	1/49	104/8836	0.00961538461538462	1.73390894819466	0.562189840061947	0.441076970831659	0.557683526338879	0.48030160163157	79989	1
WP4932	7q11 23 copy number variation syndrome	1/49	107/8836	0.00934579439252336	1.68529467861911	0.532559339507911	0.450434597897054	0.560529803241561	0.482752940590818	23426	1
WP5353	Macrophage stimulating protein MSP signaling	1/49	108/8836	0.00925925925925926	1.66969009826153	0.522888861181593	0.453519568077263	0.560529803241561	0.482752940590818	2335	1
WP710	DNA damage response only ATM dependent 	1/49	110/8836	0.00909090909090909	1.63933209647495	0.503844184183345	0.459638702042603	0.561780635829849	0.483830212676425	51384	1
WP4787	Osteoblast differentiation and related diseases	1/49	119/8836	0.00840336134453781	1.51534899674155	0.422641750412617	0.486354354435609	0.578672930372445	0.498378600320766	51384	1
WP2431	Spinal cord injury	1/49	120/8836	0.00833333333333333	1.50272108843537	0.414037921394022	0.489241659314886	0.578672930372445	0.498378600320766	713	1
WP5470	Effect of omega 3 PUFA on Huntington 39 s disease pathways	1/49	120/8836	0.00833333333333333	1.50272108843537	0.414037921394022	0.489241659314886	0.578672930372445	0.498378600320766	712	1
WP4549	Fragile X syndrome	1/49	122/8836	0.00819672131147541	1.47808631649381	0.397062118150553	0.494968652680226	0.579218636115158	0.498848586127887	23426	1
WP5095	Overview of proinflammatory and profibrotic mediators	1/49	129/8836	0.00775193798449612	1.39788008226546	0.339933359012425	0.514522066874404	0.595762393222994	0.513096797991095	246778	1
WP5417	Cell lineage map for neuronal differentiation	1/49	132/8836	0.00757575757575758	1.36611008039579	0.316461013758389	0.522673266635426	0.598896451353093	0.515795986811276	6507	1
WP2380	Brain derived neurotrophic factor BDNF signaling	1/49	137/8836	0.0072992700729927	1.31625204826456	0.27857360786896	0.535961641547817	0.60779155227072	0.523456839276219	23426	1
WP2884	NRF2 pathway	1/49	141/8836	0.00709219858156028	1.27891156462585	0.249300005947645	0.546330804878654	0.613228454455632	0.528139338765616	2258	1
WP5224	2q37 copy number variation syndrome	1/49	145/8836	0.00689655172413793	1.24363124560169	0.220883418736657	0.556472889113814	0.61830321012646	0.532509941735707	5414	1
WP4262	Breast cancer pathway	1/49	155/8836	0.00645161290322581	1.1633969716919	0.153251938975488	0.580866346786551	0.638952981465207	0.550294433797786	51384	1
WP5420	ADHD and autism ASD pathways	2/49	371/8836	0.00539083557951483	0.972110677154959	-0.0409819337585932	0.616020788120896	0.670913729636619	0.577820437007615	116443/23426	2
WP5316	Primary ovarian insufficiency	1/49	174/8836	0.00574712643678161	1.03635937133474	0.0361711988953686	0.623646694132007	0.672560160338439	0.579238415602483	3429	1
WP2877	Vitamin D receptor pathway	1/49	187/8836	0.0053475935828877	0.964312997926443	-0.0368323072292595	0.65042131301505	0.694624703219956	0.59824137119422	838	1
WP3594	Circadian rhythm genes	1/49	201/8836	0.00497512437810945	0.89714691846888	-0.110145096918046	0.677169437720839	0.716236905281656	0.616854750960278	79365	1
WP4352	Ciliary landscape	1/49	216/8836	0.00462962962962963	0.834845049130763	-0.183504130192127	0.703603818618032	0.737108762361748	0.634830513038826	79989	1
WP455	GPCRs class A rhodopsin like	1/49	260/8836	0.00384615384615385	0.693563579277865	-0.37451194373264	0.769502992877632	0.794275984454172	0.684065441156703	2865	1
WP5124	Alzheimer 39 s disease	1/49	263/8836	0.00380228136882129	0.685652207651121	-0.386458515047066	0.773431833887636	0.794275984454172	0.684065441156703	51384	1
WP2059	Alzheimer 39 s disease and miRNA effects	1/49	268/8836	0.00373134328358209	0.67286018885166	-0.40610849153136	0.779834602918641	0.794275984454172	0.684065441156703	51384	1
WP2882	Nuclear receptors meta pathway	1/49	314/8836	0.00318471337579618	0.574288314051735	-0.573575555934866	0.831007429162527	0.83863135053099	0.722266234907073	2258	1
WP3888	VEGFA VEGFR2 signaling	1/49	432/8836	0.00231481481481481	0.417422524565382	-0.927114865096319	0.914826581361026	0.914826581361026	0.787888921746338	2335	1
