ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0007625	grooming behavior	2/96	18/18888	0.111111111111111	21.8611111111111	6.32875587425541	0.00370943431637583	0.170409164352296	0.162102871241942	8528/26050	2
GO:0002283	neutrophil activation involved in immune response	2/96	19/18888	0.105263157894737	20.7105263157895	6.14371674077237	0.00413216527004687	0.178981787125459	0.170257636690653	57126/306	2
GO:0008356	asymmetric cell division	2/96	19/18888	0.105263157894737	20.7105263157895	6.14371674077237	0.00413216527004687	0.178981787125459	0.170257636690653	2258/6660	2
GO:0071805	potassium ion transmembrane transport	5/96	217/18888	0.0230414746543779	4.53341013824885	3.74171524202348	0.00501454607891842	0.201116992851587	0.191313900990608	9722/3249/6507/287/89822	5
GO:0002888	positive regulation of myeloid leukocyte mediated immunity	2/96	21/18888	0.0952380952380952	18.7380952380952	5.8129395918815	0.00504119111369413	0.201116992851587	0.191313900990608	2209/57126	2
GO:1901018	positive regulation of potassium ion transmembrane transporter activity	2/96	21/18888	0.0952380952380952	18.7380952380952	5.8129395918815	0.00504119111369413	0.201116992851587	0.191313900990608	9722/287	2
GO:0030048	actin filament-based movement	4/96	138/18888	0.0289855072463768	5.70289855072464	3.96310083438998	0.00539409778203927	0.209474920527496	0.199264436274593	9722/2258/287/55742	4
GO:0030449	regulation of complement activation	2/96	22/18888	0.0909090909090909	17.8863636363636	5.66419462345187	0.00552704275798142	0.209474920527496	0.199264436274593	722/710	2
GO:0008360	regulation of cell shape	4/96	140/18888	0.0285714285714286	5.62142857142857	3.92277496693326	0.00567357452898997	0.209783877706068	0.199558333882317	2335/3249/1690/55742	4
GO:0051341	regulation of oxidoreductase activity	3/96	72/18888	0.0416666666666667	8.19791666666667	4.37360961000156	0.00588957094403392	0.212585465503701	0.202223363241265	9722/3240/56833	3
GO:0032693	negative regulation of interleukin-10 production	2/96	24/18888	0.0833333333333333	16.3958333333333	5.39414395980134	0.00656032784382493	0.226033113891786	0.215015529809573	80380/29126	2
GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	2/96	24/18888	0.0833333333333333	16.3958333333333	5.39414395980134	0.00656032784382493	0.226033113891786	0.215015529809573	9722/287	2
GO:0001508	action potential	4/96	149/18888	0.0268456375838926	5.28187919463087	3.75046350432138	0.00705098135569755	0.237539727449722	0.225961273855103	9722/2258/287/4897	4
GO:0042391	regulation of membrane potential	7/96	446/18888	0.015695067264574	3.08800448430493	3.18952090037331	0.00767587119764734	0.239543248203273	0.22786713653554	9722/2258/100131897/116443/287/89822/4897	7
GO:0050729	positive regulation of inflammatory response	4/96	153/18888	0.0261437908496732	5.1437908496732	3.67830128231176	0.00772826373586464	0.239543248203273	0.22786713653554	2209/2865/838/4671	4
GO:0002274	myeloid leukocyte activation	5/96	241/18888	0.020746887966805	4.08195020746888	3.44159893436545	0.00774249285089736	0.239543248203273	0.22786713653554	116071/57126/2335/712/306	5
GO:0006813	potassium ion transport	5/96	241/18888	0.020746887966805	4.08195020746888	3.44159893436545	0.00774249285089736	0.239543248203273	0.22786713653554	9722/3249/6507/287/89822	5
GO:0008037	cell recognition	4/96	155/18888	0.0258064516129032	5.07741935483871	3.6431593495536	0.00808241762066872	0.239560198077045	0.227883260217714	722/2209/2352/4897	4
GO:0022604	regulation of cell morphogenesis	5/96	246/18888	0.0203252032520325	3.9989837398374	3.38396620827162	0.00841938185580149	0.239560198077045	0.227883260217714	2335/3249/1690/23426/55742	5
GO:0032414	positive regulation of ion transmembrane transporter activity	3/96	83/18888	0.036144578313253	7.11144578313253	3.98820014945548	0.00871716714602699	0.239560198077045	0.227883260217714	9722/2258/287	3
GO:0086003	cardiac muscle cell contraction	3/96	83/18888	0.036144578313253	7.11144578313253	3.98820014945548	0.00871716714602699	0.239560198077045	0.227883260217714	9722/2258/287	3
GO:0001964	startle response	2/96	28/18888	0.0714285714285714	14.0535714285714	4.9404684044578	0.00886719292968831	0.239560198077045	0.227883260217714	116443/64478	2
GO:0002675	positive regulation of acute inflammatory response	2/96	28/18888	0.0714285714285714	14.0535714285714	4.9404684044578	0.00886719292968831	0.239560198077045	0.227883260217714	2209/2865	2
GO:1903779	regulation of cardiac conduction	2/96	28/18888	0.0714285714285714	14.0535714285714	4.9404684044578	0.00886719292968831	0.239560198077045	0.227883260217714	10699/287	2
GO:0086001	cardiac muscle cell action potential	3/96	84/18888	0.0357142857142857	7.02678571428571	3.95667953529519	0.00900721061371474	0.239560198077045	0.227883260217714	9722/2258/287	3
GO:0006910	phagocytosis, recognition	2/96	29/18888	0.0689655172413793	13.5689655172414	4.8413870953206	0.00949273280655612	0.239849715578985	0.228158665701437	722/2209	2
GO:0099623	regulation of cardiac muscle cell membrane repolarization	2/96	29/18888	0.0689655172413793	13.5689655172414	4.8413870953206	0.00949273280655612	0.239849715578985	0.228158665701437	9722/287	2
GO:0099625	ventricular cardiac muscle cell membrane repolarization	2/96	29/18888	0.0689655172413793	13.5689655172414	4.8413870953206	0.00949273280655612	0.239849715578985	0.228158665701437	9722/287	2
GO:0030901	midbrain development	3/96	91/18888	0.032967032967033	6.48626373626374	3.74958938870442	0.0111956139007241	0.27823853563111	0.264676290664228	5013/838/151449	3
GO:0032411	positive regulation of transporter activity	3/96	92/18888	0.0326086956521739	6.41576086956522	3.72178499240959	0.0115310624212169	0.28195307468653	0.268209771087728	9722/2258/287	3
GO:0086004	regulation of cardiac muscle cell contraction	2/96	34/18888	0.0588235294117647	11.5735294117647	4.41050470411282	0.0129030025440103	0.31049129931301	0.295356950464397	2258/287	2
GO:0002446	neutrophil mediated immunity	2/96	35/18888	0.0571428571428571	11.2428571428571	4.3350639537368	0.0136401486992465	0.318130237354734	0.30262354199138	57126/306	2
GO:0086005	ventricular cardiac muscle cell action potential	2/96	35/18888	0.0571428571428571	11.2428571428571	4.3350639537368	0.0136401486992465	0.318130237354734	0.30262354199138	9722/287	2
GO:0006835	dicarboxylic acid transport	3/96	99/18888	0.0303030303030303	5.96212121212121	3.53804813904288	0.0140412572335182	0.322523423727479	0.306802590269856	116369/2352/6507	3
GO:0034446	substrate adhesion-dependent cell spreading	3/96	101/18888	0.0297029702970297	5.84405940594059	3.48876755287334	0.0148109523967462	0.335125430350258	0.318790334384011	2335/2633/55742	3
GO:1901381	positive regulation of potassium ion transmembrane transport	2/96	37/18888	0.0540540540540541	10.6351351351351	4.1929731389843	0.015167935911691	0.338155747678288	0.321672944257225	9722/287	2
GO:0008361	regulation of cell size	4/96	188/18888	0.0212765957446809	4.18617021276596	3.13803439386332	0.015528257620518	0.341171573227612	0.324541768727836	2335/2258/51334/4897	4
GO:0048854	brain morphogenesis	2/96	38/18888	0.0526315789473684	10.3552631578947	4.12593834855322	0.0159581844714995	0.341779266724828	0.325119841281083	5013/151449	2
GO:0045165	cell fate commitment	5/96	289/18888	0.0173010380622837	3.40397923875433	2.94350949894038	0.0160068126236562	0.341779266724828	0.325119841281083	2258/56833/51384/6660/151449	5
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4/96	192/18888	0.0208333333333333	4.09895833333333	3.08476870609903	0.0166485084585252	0.343471184437063	0.326729289458948	722/2209/246778/29126	4
GO:0032350	regulation of hormone metabolic process	2/96	39/18888	0.0512820512820513	10.0897435897436	4.06134967966247	0.0167657438313606	0.343471184437063	0.326729289458948	3249/2865	2
GO:0060306	regulation of membrane repolarization	2/96	39/18888	0.0512820512820513	10.0897435897436	4.06134967966247	0.0167657438313606	0.343471184437063	0.326729289458948	9722/287	2
GO:0099622	cardiac muscle cell membrane repolarization	2/96	40/18888	0.05	9.8375	3.99905512500249	0.0175904214716286	0.35088261777617	0.333779465597384	9722/287	2
GO:1903115	regulation of actin filament-based movement	2/96	40/18888	0.05	9.8375	3.99905512500249	0.0175904214716286	0.35088261777617	0.333779465597384	2258/287	2
GO:0061387	regulation of extent of cell growth	3/96	109/18888	0.0275229357798165	5.4151376146789	3.30408999107435	0.0181254574021939	0.356859654827609	0.339465162556467	2335/2258/4897	3
GO:0042119	neutrophil activation	2/96	42/18888	0.0476190476190476	9.36904761904762	3.8808038776557	0.0192903688745467	0.368583103451153	0.350617172426108	57126/306	2
GO:0051154	negative regulation of striated muscle cell differentiation	2/96	42/18888	0.0476190476190476	9.36904761904762	3.8808038776557	0.0192903688745467	0.368583103451153	0.350617172426108	338773/79365	2
GO:0002444	myeloid leukocyte mediated immunity	3/96	112/18888	0.0267857142857143	5.27008928571429	3.23947799224636	0.0194661681513018	0.368583103451153	0.350617172426108	2209/57126/306	3
GO:0014002	astrocyte development	2/96	44/18888	0.0454545454545455	8.94318181818182	3.77020442533728	0.0210565158259494	0.368583103451153	0.350617172426108	712/4919	2
GO:0032689	negative regulation of type II interferon production	2/96	44/18888	0.0454545454545455	8.94318181818182	3.77020442533728	0.0210565158259494	0.368583103451153	0.350617172426108	80380/29126	2
GO:0043268	positive regulation of potassium ion transport	2/96	44/18888	0.0454545454545455	8.94318181818182	3.77020442533728	0.0210565158259494	0.368583103451153	0.350617172426108	9722/287	2
GO:0046006	regulation of activated T cell proliferation	2/96	44/18888	0.0454545454545455	8.94318181818182	3.77020442533728	0.0210565158259494	0.368583103451153	0.350617172426108	80380/29126	2
GO:0002819	regulation of adaptive immune response	4/96	207/18888	0.0193236714975845	3.80193236714976	2.89716590366495	0.0212953276323249	0.368583103451153	0.350617172426108	722/2209/246778/29126	4
GO:2001257	regulation of cation channel activity	3/96	116/18888	0.0258620689655172	5.08836206896552	3.15684804033024	0.0213370885469618	0.368583103451153	0.350617172426108	9722/2258/287	3
GO:0008016	regulation of heart contraction	4/96	208/18888	0.0192307692307692	3.78365384615385	2.88528730630732	0.021630609520937	0.368583103451153	0.350617172426108	9722/10699/2258/287	4
GO:0018198	peptidyl-cysteine modification	2/96	45/18888	0.0444444444444444	8.74444444444445	3.71750966482284	0.0219639483199577	0.368583103451153	0.350617172426108	9722/653082	2
GO:0032609	type II interferon production	3/96	119/18888	0.0252100840336134	4.96008403361345	3.09733314610185	0.022802844490167	0.368583103451153	0.350617172426108	80380/246778/29126	3
GO:0032649	regulation of type II interferon production	3/96	119/18888	0.0252100840336134	4.96008403361345	3.09733314610185	0.022802844490167	0.368583103451153	0.350617172426108	80380/246778/29126	3
GO:0051702	biological process involved in interaction with symbiont	3/96	119/18888	0.0252100840336134	4.96008403361345	3.09733314610185	0.022802844490167	0.368583103451153	0.350617172426108	3429/2335/3249	3
GO:0002920	regulation of humoral immune response	2/96	46/18888	0.0434782608695652	8.55434782608696	3.66642662606427	0.022887374589126	0.368583103451153	0.350617172426108	722/710	2
GO:0071346	cellular response to type II interferon	3/96	120/18888	0.025	4.91875	3.07793744133001	0.0233033523779645	0.368583103451153	0.350617172426108	163351/115362/2633	3
GO:0002698	negative regulation of immune effector process	3/96	121/18888	0.0247933884297521	4.87809917355372	3.05875557506738	0.0238098212758697	0.368583103451153	0.350617172426108	722/710/56833	3
GO:0006953	acute-phase response	2/96	47/18888	0.0425531914893617	8.37234042553191	3.61687033858329	0.0238266122283727	0.368583103451153	0.350617172426108	2335/3240	2
GO:0010830	regulation of myotube differentiation	2/96	47/18888	0.0425531914893617	8.37234042553191	3.61687033858329	0.0238266122283727	0.368583103451153	0.350617172426108	338773/79365	2
GO:0050798	activated T cell proliferation	2/96	47/18888	0.0425531914893617	8.37234042553191	3.61687033858329	0.0238266122283727	0.368583103451153	0.350617172426108	80380/29126	2
GO:0055078	sodium ion homeostasis	2/96	47/18888	0.0425531914893617	8.37234042553191	3.61687033858329	0.0238266122283727	0.368583103451153	0.350617172426108	10699/6507	2
GO:0002673	regulation of acute inflammatory response	2/96	48/18888	0.0416666666666667	8.19791666666667	3.56876202199302	0.0247814802394852	0.375687240430595	0.357375030822049	2209/2865	2
GO:0031295	T cell costimulation	2/96	48/18888	0.0416666666666667	8.19791666666667	3.56876202199302	0.0247814802394852	0.375687240430595	0.357375030822049	80380/29126	2
GO:0031294	lymphocyte costimulation	2/96	49/18888	0.0408163265306122	8.03061224489796	3.52202851653141	0.0257517990217762	0.377473522376456	0.359074243615988	80380/29126	2
GO:0036230	granulocyte activation	2/96	49/18888	0.0408163265306122	8.03061224489796	3.52202851653141	0.0257517990217762	0.377473522376456	0.359074243615988	57126/306	2
GO:0042551	neuron maturation	2/96	49/18888	0.0408163265306122	8.03061224489796	3.52202851653141	0.0257517990217762	0.377473522376456	0.359074243615988	712/4897	2
GO:0022612	gland morphogenesis	3/96	125/18888	0.024	4.722	2.98408260333154	0.0258952812184376	0.377473522376456	0.359074243615988	3249/64478/151449	3
GO:0007409	axonogenesis	6/96	455/18888	0.0131868131868132	2.59450549450549	2.46073197011626	0.028521476630774	0.411795795926222	0.391723538688324	2335/3730/2258/26050/151449/4897	6
GO:0086009	membrane repolarization	2/96	54/18888	0.037037037037037	7.28703703703704	3.30675653470679	0.0308289651383132	0.425755796265991	0.405003083519239	9722/287	2
GO:1901016	regulation of potassium ion transmembrane transporter activity	2/96	56/18888	0.0357142857142857	7.02678571428571	3.22821272962606	0.0329618548492423	0.425755796265991	0.405003083519239	9722/287	2
GO:0048588	developmental cell growth	4/96	238/18888	0.0168067226890756	3.30672268907563	2.55961739322479	0.0332186276654696	0.425755796265991	0.405003083519239	51299/2335/2258/4897	4
GO:1904064	positive regulation of cation transmembrane transport	3/96	138/18888	0.0217391304347826	4.27717391304348	2.76165231487345	0.0333290996956071	0.425755796265991	0.405003083519239	9722/2258/287	3
GO:0002886	regulation of myeloid leukocyte mediated immunity	2/96	57/18888	0.0350877192982456	6.90350877192982	3.19037368027134	0.0340494788408419	0.425755796265991	0.405003083519239	2209/57126	2
GO:0042445	hormone metabolic process	4/96	240/18888	0.0166666666666667	3.27916666666667	2.53978047417611	0.0340981243726714	0.425755796265991	0.405003083519239	3249/10699/2865/8528	4
GO:0060560	developmental growth involved in morphogenesis	4/96	243/18888	0.0164609053497942	3.23868312757202	2.5104129920943	0.035442742874015	0.425755796265991	0.405003083519239	51299/2335/2258/4897	4
GO:0034341	response to type II interferon	3/96	142/18888	0.0211267605633803	4.15669014084507	2.69868642520744	0.0358168821307745	0.425755796265991	0.405003083519239	163351/115362/2633	3
GO:0060048	cardiac muscle contraction	3/96	145/18888	0.0206896551724138	4.07068965517241	2.65296169370733	0.0377440348358724	0.425755796265991	0.405003083519239	9722/2258/287	3
GO:0060047	heart contraction	4/96	249/18888	0.0160642570281124	3.16064257028112	2.45302459561753	0.0382235192249665	0.425755796265991	0.405003083519239	9722/10699/2258/287	4
GO:0086002	cardiac muscle cell action potential involved in contraction	2/96	61/18888	0.0327868852459016	6.45081967213115	3.04766182863738	0.0385372774211467	0.425755796265991	0.405003083519239	9722/287	2
GO:0002712	regulation of B cell mediated immunity	2/96	62/18888	0.032258064516129	6.34677419354839	3.01397236252418	0.0396927317843809	0.425755796265991	0.405003083519239	722/2209	2
GO:0002889	regulation of immunoglobulin mediated immune response	2/96	62/18888	0.032258064516129	6.34677419354839	3.01397236252418	0.0396927317843809	0.425755796265991	0.405003083519239	722/2209	2
GO:0032731	positive regulation of interleukin-1 beta production	2/96	62/18888	0.032258064516129	6.34677419354839	3.01397236252418	0.0396927317843809	0.425755796265991	0.405003083519239	115362/4671	2
GO:0034113	heterotypic cell-cell adhesion	2/96	62/18888	0.032258064516129	6.34677419354839	3.01397236252418	0.0396927317843809	0.425755796265991	0.405003083519239	55742/4897	2
GO:0016049	cell growth	6/96	496/18888	0.0120967741935484	2.38004032258065	2.2261208632914	0.0407750003749611	0.425755796265991	0.405003083519239	51299/2335/3249/2258/55384/4897	6
GO:0022617	extracellular matrix disassembly	2/96	64/18888	0.03125	6.1484375	2.94876443337585	0.0420427147995494	0.425755796265991	0.405003083519239	3249/4327	2
GO:0001819	positive regulation of cytokine production	6/96	500/18888	0.012	2.361	2.20448163221333	0.0421247474174519	0.425755796265991	0.405003083519239	246778/115362/29126/2865/400709/4671	6
GO:0002757	immune response-activating signaling pathway	6/96	500/18888	0.012	2.361	2.20448163221333	0.0421247474174519	0.425755796265991	0.405003083519239	115362/29126/2633/4671/153579/3503	6
GO:0032613	interleukin-10 production	2/96	65/18888	0.0307692307692308	6.05384615384615	2.91719109555022	0.0432369252650973	0.425755796265991	0.405003083519239	80380/29126	2
GO:0032653	regulation of interleukin-10 production	2/96	65/18888	0.0307692307692308	6.05384615384615	2.91719109555022	0.0432369252650973	0.425755796265991	0.405003083519239	80380/29126	2
GO:0003015	heart process	4/96	260/18888	0.0153846153846154	3.02692307692308	2.35218475769961	0.0436393493479511	0.425755796265991	0.405003083519239	9722/10699/2258/287	4
GO:0034767	positive regulation of monoatomic ion transmembrane transport	3/96	154/18888	0.0194805194805195	3.83279220779221	2.52284417216858	0.043837628398665	0.425755796265991	0.405003083519239	9722/2258/287	3
GO:1903522	regulation of blood circulation	4/96	262/18888	0.0152671755725191	3.00381679389313	2.33442251492119	0.0446682588959712	0.425755796265991	0.405003083519239	9722/10699/2258/287	4
GO:0034394	protein localization to cell surface	2/96	68/18888	0.0294117647058824	5.78676470588235	2.82629396914224	0.046894549565922	0.425755796265991	0.405003083519239	57126/287	2
GO:0001794	type IIa hypersensitivity	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	2209	1
GO:0002445	type II hypersensitivity	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	2209	1
GO:0002536	respiratory burst involved in inflammatory response	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	56833	1
GO:0002883	regulation of hypersensitivity	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	2209	1
GO:0019614	catechol-containing compound catabolic process	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	26002	1
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	1285	1
GO:0042420	dopamine catabolic process	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	26002	1
GO:0042424	catecholamine catabolic process	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	26002	1
GO:0071314	cellular response to cocaine	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	6507	1
GO:0098903	regulation of membrane repolarization during action potential	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	9722	1
GO:1901841	regulation of high voltage-gated calcium channel activity	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	9722	1
GO:1903010	regulation of bone development	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	338773	1
GO:1905150	regulation of voltage-gated sodium channel activity	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	2258	1
GO:2000347	positive regulation of hepatocyte proliferation	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	3249	1
GO:2000508	regulation of dendritic cell chemotaxis	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	56833	1
GO:2000739	regulation of mesenchymal stem cell differentiation	1/96	10/18888	0.1	19.675	4.22195134831578	0.0496906343218906	0.425755796265991	0.405003083519239	6660	1
GO:0032835	glomerulus development	2/96	71/18888	0.028169014084507	5.54225352112676	2.74066502102766	0.0506614262412693	0.425755796265991	0.405003083519239	1285/1286	2
GO:0050905	neuromuscular process	3/96	165/18888	0.0181818181818182	3.57727272727273	2.37654059064616	0.0519099190922602	0.425755796265991	0.405003083519239	6507/116443/64478	3
GO:0051148	negative regulation of muscle cell differentiation	2/96	72/18888	0.0277777777777778	5.46527777777778	2.71319920813411	0.0519406221069046	0.425755796265991	0.405003083519239	338773/79365	2
GO:0032732	positive regulation of interleukin-1 production	2/96	73/18888	0.0273972602739726	5.39041095890411	2.68624176587909	0.053231354267534	0.425755796265991	0.405003083519239	115362/4671	2
GO:0042130	negative regulation of T cell proliferation	2/96	73/18888	0.0273972602739726	5.39041095890411	2.68624176587909	0.053231354267534	0.425755796265991	0.405003083519239	80380/29126	2
GO:0170041	non-proteinogenic amino acid metabolic process	2/96	73/18888	0.0273972602739726	5.39041095890411	2.68624176587909	0.053231354267534	0.425755796265991	0.405003083519239	8528/6507	2
GO:0001867	complement activation, lectin pathway	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	710	1
GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	722	1
GO:0035666	TRIF-dependent toll-like receptor signaling pathway	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	29126	1
GO:0036462	TRAIL-activated apoptotic signaling pathway	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	467	1
GO:0044062	regulation of excretion	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	10699	1
GO:0045625	regulation of T-helper 1 cell differentiation	1/96	11/18888	0.0909090909090909	17.8863636363636	4.00402330644616	0.0545232277695599	0.425755796265991	0.405003083519239	246778	1
