node	degree	betweenness	closeness	eigenvector_centrality	degree_scaled	betweenness_scaled	closeness_scaled	eigenvector_scaled	combined_score_prop
CSMD1	9	53.2572995327042	0.0045662100456621	0.124281826920312	-0.1675874005793	-0.160425494072022	0.24454942524973	0.124281826920312	0.0102045893796799
ANOS1	7	54.2197194357534	0.00471698113207547	0.109537631629781	-0.422320249459835	-0.150772884922987	0.474302448527344	0.109537631629781	0.00268673644357551
SYBU	7	123.945910555056	0.00423728813559322	0.0453492779238813	-0.422320249459835	0.548547305976181	-0.256679325290537	0.0453492779238813	-0.0212757477125776
KIF20A	7	67.9135467761463	0.0045662100456621	0.0839886428156461	-0.422320249459835	-0.0134303770920563	0.24454942524973	0.0839886428156461	-0.026803139621629
RPS4Y1	11	74.5946830401915	0.00418410041841004	0.0408466118250108	0.0871454483012359	0.0535782091019204	-0.337729605651098	0.0408466118250108	-0.0390398341057327
APOL4	9	14.8827330675254	0.00454545454545455	0.325905351893079	-0.1675874005793	-0.545303955311712	0.212921086980344	0.325905351893079	-0.0435162292543972
SLC26A8	6	56.6592204690734	0.00458715596330275	0.103707006513838	-0.549686673900103	-0.126305861829741	0.27646793176012	0.103707006513838	-0.0739543993639718
DDX3Y	9	22.9720735981397	0.00454545454545455	0.0790460771322789	-0.1675874005793	-0.464171757018559	0.212921086980344	0.0790460771322789	-0.0849479983713089
GRIN3A	9	38.2999822233408	0.00429184549356223	0.0985949740375073	-0.1675874005793	-0.310440199137818	-0.173541913246873	0.0985949740375073	-0.138243634731621
HPN	7	14.030529091954	0.00454545454545455	0.187577277070289	-0.422320249459835	-0.553851151670996	0.212921086980344	0.187577277070289	-0.14391825927005
ANXA3	8	3.39539553128926	0.00440528634361234	0.293499822467892	-0.294953825019568	-0.660516430707346	-0.000674695252996688	0.293499822467892	-0.165661282128004
KDM5D	10	22.927025716594	0.00425531914893617	0.0587610695079429	-0.040220976139032	-0.46462356562328	-0.229202705423624	0.0587610695079429	-0.168821544419498
USP9Y	10	33.3814661332978	0.00418410041841004	0.0420367718303783	-0.040220976139032	-0.359770551991084	-0.337729605651098	0.0420367718303783	-0.173921090487709
FOLR3	8	1.36541514041514	0.00434782608695652	0.33742660357253	-0.294953825019568	-0.680876158546755	-0.088235699149895	0.33742660357253	-0.181659769785922
C4BPA	7	11.9186093160938	0.00434782608695652	0.268926081827029	-0.422320249459835	-0.575032692166895	-0.088235699149895	0.268926081827029	-0.204165639737399
MMP19	7	7.2971525600836	0.00431034482758621	0.251432504207107	-0.422320249459835	-0.621383682647868	-0.14535164134701	0.251432504207107	-0.234405767311901
XKR3	7	96.1534493284493	0.00377358490566038	0.0268036425428492	-0.422320249459835	0.269802275184333	-0.963295039981156	0.0268036425428492	-0.272252342928452
BHLHE41	6	27.0131385090187	0.00420168067226891	0.190426460030521	-0.549686673900103	-0.423641817844389	-0.31093987712856	0.190426460030521	-0.273460477210633
WNT16	7	17.3839040339269	0.00420168067226891	0.0841266789722996	-0.422320249459835	-0.520218412424355	-0.31093987712856	0.0841266789722996	-0.292337965010113
COCH	5	37.9256964820972	0.00421940928270042	0.0681347980526247	-0.677053098340371	-0.314194105264276	-0.283924074947604	0.0681347980526247	-0.301759120124906
COL4A3	6	4.30987645498082	0.00427350427350427	0.169408756208135	-0.549686673900103	-0.651344626484806	-0.201491242651865	0.169408756208135	-0.30827844670716
CACNA1E	7	12.1623571602318	0.00416666666666667	0.0677536522810697	-0.422320249459835	-0.572588018420093	-0.364296086435948	0.0677536522810697	-0.322862675508702
KREMEN1	5	11.7643738517954	0.00431034482758621	0.0949372044931741	-0.677053098340371	-0.576579599757932	-0.14535164134701	0.0949372044931741	-0.326011783738035
ROR1	6	7.50301455361019	0.00421940928270042	0.137591623455687	-0.549686673900103	-0.619318985777139	-0.283924074947604	0.137591623455687	-0.32883452779229
BTNL9	4	25.212732817578	0.00421940928270042	0.128925849022508	-0.804419522780639	-0.441699021767661	-0.283924074947604	0.128925849022508	-0.350279192618349
GRIP1	6	6.82254203313027	0.00408163265306122	0.0630757488526541	-0.549686673900103	-0.626143798165204	-0.493875451896747	0.0630757488526541	-0.40165754377735
FBXO39	4	99.0178571428572	0.00354609929078014	0.0737778531768625	-0.804419522780639	0.298530909108383	-1.30994975352221	0.0737778531768625	-0.435515128504402
FFAR3	5	1.73009481106417	0.00401606425702811	0.158530825318314	-0.677053098340371	-0.677218596692287	-0.593792071047245	0.158530825318314	-0.447383235190397
COL4A4	4	0	0.0040983606557377	0.144281233618366	-0.804419522780639	-0.694570616272374	-0.468384429183148	0.144281233618366	-0.455773333654449
MOCS1	4	24.5705476723791	0.00392156862745098	0.0311782587166802	-0.804419522780639	-0.448139830180166	-0.737789551587666	0.0311782587166802	-0.489792661457948
KCNK17	4	33.3701866711436	0.00380228136882129	0.0234097388275274	-0.804419522780639	-0.35988367957629	-0.919565838809795	0.0234097388275274	-0.515114825584799
PLLP	3	0.792740592740593	0.00404858299595142	0.0954041649767071	-0.931785947220907	-0.686619809068517	-0.544238282197302	0.0954041649767071	-0.516809968377505
SLITRK5	5	14.5501279105884	0.00380228136882129	0.0264673857104876	-0.677053098340371	-0.548639825206645	-0.919565838809795	0.0264673857104876	-0.529697844161581
PARVA	2	0	0.0040983606557377	0.0537222886001533	-1.05915237166117	-0.694570616272374	-0.468384429183148	0.0537222886001533	-0.542096282129136
INSYN2B	4	19.3975532018682	0.00378787878787879	0.0145407679901221	-0.804419522780639	-0.500022478903202	-0.941513259852239	0.0145407679901221	-0.55785362338649
DDO	4	19.6110963715748	0.00377358490566038	0.0338871300189287	-0.804419522780639	-0.497880743526477	-0.963295039981156	0.0338871300189287	-0.557927044067336
MOXD1	3	9.10118625830373	0.00389105058365759	0.066193636107074	-0.931785947220907	-0.603290091559991	-0.784294574485934	0.066193636107074	-0.56329424428994
GDF7	4	9.88300865800866	0.00380228136882129	0.0283568833206359	-0.804419522780639	-0.595448788585684	-0.919565838809795	0.0283568833206359	-0.57276931671387
VSIG10	3	8.08801184110008	0.0037593984962406	0.0258811793833348	-0.931785947220907	-0.613451744096564	-0.984913047327149	0.0258811793833348	-0.626067389815321
FHAD1	3	7.32521645021645	0.00374531835205993	0.0173348919756984	-0.931785947220907	-0.621102215315578	-1.00636912203385	0.0173348919756984	-0.635480598148658
OTX1	3	0.96031746031746	0.0037593984962406	0.0323690638105418	-0.931785947220907	-0.684939093613637	-0.984913047327149	0.0323690638105418	-0.642317256087788
ZDHHC11B	2	0	0.00381679389312977	0.0194542678659335	-1.05915237166117	-0.694570616272374	-0.897450880202141	0.0194542678659335	-0.657929900067439
OLAH	3	17.5990512713093	0.00352112676056338	0.0186967121149027	-0.931785947220907	-0.518060589019656	-1.34800422704681	0.0186967121149027	-0.694788512793118
ARL17A	2	9.94299954431533	0.003584229390681	0.00848610497227177	-1.05915237166117	-0.594847108823879	-1.25184507351691	0.00848610497227177	-0.724339612257424
ARL17B	2	9.94299954431533	0.003584229390681	0.00848610497227177	-1.05915237166117	-0.594847108823879	-1.25184507351691	0.00848610497227177	-0.724339612257424
PLEKHG7	2	3.02519779841761	0.00354609929078014	0.0101077443677695	-1.05915237166117	-0.664229336074273	-1.30994975352221	0.0101077443677695	-0.755805929222473
IFT56	1	0	0.00355871886120996	0.00819874471358835	-1.18651879610144	-0.694570616272374	-1.29071937900089	0.00819874471358835	-0.790902511665279
FAM118A	3	6.33333333333333	0.0032051282051282	0.00519495884770868	-0.931785947220907	-0.631050326341198	-1.82953968049269	0.00519495884770868	-0.846795248801771
SRGAP1	1	0	0.00324675324675325	0.00516876500420507	-1.18651879610144	-0.694570616272374	-1.76610922187551	0.00516876500420507	-0.910507467311281
WDR17	1	0	0.00318471337579618	0.00426477283715804	-1.18651879610144	-0.694570616272374	-1.8606488863113	0.00426477283715804	-0.93436838146199
PKIB	1	0	0.00303951367781155	0.00250850499827555	-1.18651879610144	-0.694570616272374	-2.08191193073549	0.00250850499827555	-0.990123209527758
PRR16	1	0	0.00279329608938547	0.00148264921447229	-1.18651879610144	-0.694570616272374	-2.45711142468831	0.00148264921447229	-1.08417954696191
SPDYE4	1	0	0.00266666666666667	0.00408103771281302	-1.18651879610144	-0.694570616272374	-2.65007609316446	0.00408103771281302	-1.13177111695637
